"TL","Territory Level and Typology","REG_ID","Region","VAR","Variable","VINTAGE","Vintage","DWELLINGS","Dwellings","MEASURE","Measure","FREQ","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions","US31","Nebraska (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",78.027,,
"2","Large regions","US31","Nebraska (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",80.417,,
"2","Large regions","US31","Nebraska (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",84.247,,
"2","Large regions","US31","Nebraska (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",87.977,,
"2","Large regions","US31","Nebraska (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",89.608,,
"2","Large regions","US31","Nebraska (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",90.689,,
"2","Large regions","US31","Nebraska (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",90.417,,
"2","Large regions","US31","Nebraska (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",90.148,,
"2","Large regions","US31","Nebraska (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",89.502,,
"2","Large regions","US31","Nebraska (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",89.281,,
"2","Large regions","US31","Nebraska (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",90.382,,
"2","Large regions","US31","Nebraska (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",92.621,,
"2","Large regions","US31","Nebraska (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",95.748,,
"2","Large regions","US31","Nebraska (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"2","Large regions","US31","Nebraska (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",104.064,,
"2","Large regions","US31","Nebraska (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",110.145,,
"2","Large regions","US31","Nebraska (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",115.943,,
"2","Large regions","US31","Nebraska (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",121.843,,
"2","Large regions","US31","Nebraska (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",127.287,,
"2","Large regions","US31","Nebraska (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",142.677,,
"2","Large regions","US31","Nebraska (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",163.864,,
"2","Large regions","US32","Nevada (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",69.465,,
"2","Large regions","US32","Nevada (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",73.947,,
"2","Large regions","US32","Nevada (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",78.674,,
"2","Large regions","US32","Nevada (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",85.661,,
"2","Large regions","US32","Nevada (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",110.307,,
"2","Large regions","US32","Nevada (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",136.186,,
"2","Large regions","US32","Nevada (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",147.703,,
"2","Large regions","US32","Nevada (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",141.149,,
"2","Large regions","US32","Nevada (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",112.826,,
"2","Large regions","US32","Nevada (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",90.342,,
"2","Large regions","US32","Nevada (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",77.878,,
"2","Large regions","US32","Nevada (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",67.89,,
"2","Large regions","US32","Nevada (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",67.027,,
"2","Large regions","US32","Nevada (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",78.028,,
"2","Large regions","US32","Nevada (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",90.411,,
"2","Large regions","US32","Nevada (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"2","Large regions","US32","Nevada (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",109.296,,
"2","Large regions","US32","Nevada (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",119.885,,
"2","Large regions","US32","Nevada (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",135.386,,
"2","Large regions","US32","Nevada (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",143.621,,
"2","Large regions","US32","Nevada (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",150.493,,
"2","Large regions","US32","Nevada (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",176.566,,
"2","Large regions","US32","Nevada (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",208.714,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",65.628,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",73.699,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",82.495,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",90.281,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",100.454,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",111.11,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",114.414,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",112.738,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",107.462,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",100.881,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",97.041,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",93.939,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",92.512,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",93.218,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",96.137,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",103.992,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",109.351,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",115.864,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",121.787,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",129.788,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",150.476,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",175.916,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",60.771,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",66.788,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",74.869,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",82.867,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",95.267,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",110.268,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",119.818,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",119.712,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",113.168,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",105.337,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",101.671,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",97.616,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",95.015,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",95.318,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",97.422,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",102.512,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",104.546,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",107.627,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",111.471,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",116.759,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",131.49,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",152.638,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",68.581,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",71.56,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",74.176,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",77.964,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",83.587,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",93.531,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",105.984,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",112.638,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",111.265,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",106.858,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",102.841,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",98.24,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",96.456,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",97.203,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",98.069,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",102.925,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",106.112,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",110.079,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",115.536,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",122.593,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",138.786,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",161.011,,
